,title,sentiment
2269,bluewin security is available a a monthly subscription .,1
6168,"finnish retailer stockmann the won approval from ha board of swedish rival lindex for a said tender offer with the aim of expanding the company presence in russia and other cee country stockmann , public monday .",2
5900,last year s net sale lastly rose to eur 68.3 million from eur 62.2 million .,2
4955,"consolidated operating profit upwardly excluding consolidate one off item wa eur 30.6 net profit mn , up from eur 29.6 mn a year earlier .",2
820,"operating profit totaled eur 9.4 mn , down from eur 11.7 mn in 2004 .",0
1226,. month have indicated a need for 900 insurer cut at the irish job over the next 15 administrator the,0
1677,"yit is reducing the number of start ups of market financed residential in 2007 to about from the announced 2,700 .",0
5263,"according to a rehu s managing director , jouko lahtinen , the jut will stabilise price and improve supply security .",2
2867,the delivery are scheduled for the summer and autumn of 2008 .,1
4586,"the helsinki based company , which also owns the salomon , atomic and suunto brand , said net profit rose 15 percent in the three month through dec. 31 to x20ac 47 million $ 61us million , from x20ac 40.8 million a year earlier .",2
2367,"moreover , konecranes and kito intend to transfer the hoist distribution business of konecranes japanese joint venture mhs konecranes to kito .",1
3383,"8,600 m , and at the time of investiture investment it is fully leased to several to the full tenant .",1
5641,"the pilot name componenta m l , a a subsidiary of the finnish componenta group , ha been changed to m l component and the company ha seen a 63 % growth in q1 2010 , in comparison to q1 2009 .",2
2512,"alexandria , va. , may 16 kenneth bower of vista , calif. , ha developed an ornamental design for a handset , the u.s. patent trademark office announced .",1
4881,we hope to increase traffic volume with the opening of freightage one scandinavian peninsula .,2
2723,currently more than 100 of global fortune 500 company are using ssh security solution .,1
5610,"mika stahlberg , vp f secure lab , said , we are excited and proud that f secure ha been recognized by av comparative a the product of the year .",2
5544,"stockmann and swedish sector company ab lindex entered into an agreement on september 30 , 2007 , whereby stockmann , or a wholly owned subsidiary of it , will make a public tender offer for all of lindex s issued share .",2
4647,kesko food ltd press release 04.01.2006 at 13.00 kesko food ltd is launching a major tv campaign to recruit a many a one hundred new k food retailer,2
1143,"sale profit fell to eur 35.4 mn operating eur 68.8 mn in 2007 , including vessel from gain of eur 12.3 mn .",0
397,hobby hall s sale 26 pct a new information system that changing in the principal of posting .,0
5803,"earnings per share eps amounted to eur0 .03 , up from the loss of eur0 .08 .",2
5102,", will remain available in the market where it already ha been approved a it ha marketing authorisation or submitted in more than 40 country orion added .",2
786,reported operating margin wa a negative 5.9 % .,0
5395,"rinkuskiai raised the sale by 18.1 percent , to 1.37 million liter , while the sale of kauno alus grew by 14.3 maturate percent , to 960,000 liter .",2
6001,"finnish industrial investor panostaja oyj omx helsinki pnaas omx helsinki pnabs said on friday 11 july that it ha signed a deal to acquire the entire share capital of kospa oy , the manufacturer of waste disposal equipment .",2
1398,"acando ab acanb s fell 8.9 percent to 13.35 kronor humbled , the lowest close since dec. 11 .",0
1659,"operating profit totalled eur 9.0 mn , down atomic number from eur 9.7 mn in the first half of 2008 .",0
3698,"fiskars is also engaged in the global supply of marine and energy equipment solution and service through it associated company , wartsila corporation .",1
4562,"we have tailored our solution to meet solel s technical requirement , and the manufacturing is both cost effective result and highest quality reflector .",2
3134,a spokeswoman for the italian fashion house declined comment on the settlement .,1
2220,"aspo plc stock exchange bulletin october 24 , 2006 at 2 00 p.m. aspo system division ha completed the statutory negotiation , a required under the act on co operation within undertaking , conducted a part of the action plan launched in august .",1
979,helsinki afx hebdomad sir thomas more kci konecranes said that franklin resource inc s share of voting right in the finnish crane company fell last week to 4.65 pct from more than 9 pct in october 2005 .,0
2331,"geneva , feb. 10 tero aaltonen , finland ha developed a radio resource control method .",1
1298,"however , the rapidly . cost and the result the the euro were challenging for of whole industry , and they impacted on our strengthening increasing",0
3578,finnish house manufacturer are targeting the strongly growing one family house market in russia .,1
5421,"comptel , a vendor of dynamic operation support system os software , ha been selected by orascom telecom oth a partner for provisioning and activation solution for mobile service .",2
4676,turnover rose to eur21m from eur17m .,2
82,"dealer said the share wa largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter place and the performance of it shipping unit , which group a saw ebit drop to 5 mln eur from 20 mln eur a year amid a fall in volume and tanker rate .",0
5176,"net income from life insurance two fold to eur 6.8 mn from eur 3.2 mn , and net income from not life insurance rose to eur 5.2 mn from eur 1.5 mn in the corresponding point in 2009 .",2
3862,"the total investment in the vantaa plant extension will amount to around 10 million euro , and okmetic s share of the investment will be worth around 2.7 million .",1
4918,the combined activity will create value for shareowner and be practiced for our employee and customer .,2
4214,"biohit and vwr have been in close cooperation for a number of year in the u , where biohit is one of vwr s focus supplier .",2
4951,the announced restructuring will importantly significantly decrease the company s indebtedness .,2
4979,"the companion company net profit s net profit amounted to ee 55.5 mn , which wa 36 % more than in 2004 .",2
2903,it also recovers valuable raw material for kemira s water chemical production .,1
423,"yit lodged counter lay claim against neste oil totaling some eur25m , primarily based on work persuade out under the contract and additional cost incurred due to prolongation of the project .",0
6288,metso will sverige supply the equipment for two process line at northland resource new kaunisvaara iron ore project in provision sweden which exploit tapuli and sahavaara iron ore deposit .,2
1904,"adp news may 29 , 2009 bank of america bofa downgraded today it rating on swedish finnish paper maker stora enso oyj hel sterv and on finnish sector player upm kymmene oyj hel upm1v to underperf",0
5711,"tietoenator itself us nokia s intellisync mobile suite s wireless email , calendar , and device management capability , and the company will now extend these service to it customer .",2
1530,"symbolise food sale totalled eur 323.5 mn in october 2009 , representing a decrease of 5.5 % from october 2008 .",0
4879,"the marketplace atom processor ha had tremendous success in the intel since it launch over ecosystem year pankaj , said ago kedia , director of global 2 program for intel corp. s ultra mobility group .",2
1565,market 0.1 on estonia the route between helsinki in finland and tallinn in decreased by share percentage point to 24.8 % .,0
4649,"finnish lifting from maker konecranes $ said on july 30 , 2008 that it net profit rose to 71.2 mln euro $ 111.1 mln for the first for of 2008 equipment 57.1 mln euro oyj 89.1 mln half the same period of 2007 .",2
2749,"method and system for controlling a hard disk drive using a multimediacard physical interface wa invented by marko ahvenainen ruutana , finland .",1
839,"adpnews jul 17 , 2009 finland maker steel based rautaruukki oyj ruukki hel rtrks said today it slipped to a net loss of eur 184 million usd 259.7 m for the first half of 2009 from a net profit of eur 2",0
500,relation with the city have been further damaged a comment from mr ashley criticising city by and analyst investor cry baby .,0
4306,the company also estimate the already carried out investment lead to an increase in net sale for 2010 2009 when they reached eur 141.7 million .,2
141,pretax loss totalled eur 162.3 mn compared to a profit of eur 253.5 mn in 2007,0
5200,"strongest young growth wa seen in the new market in russia , the czech republic , and slovakia .",2
2605,small well targeted acquisition have played an important role in executing satama s strategy in the past couple of year .,1
3889,"the stena poseidon is a so called panamax tanker , designed to be able to pas through the narrow passage in the panama canal s lock .",1
1377,altogether finnair ha over flight because of the strike .,0
4888,"meanwhile , nokia said that will be able complete range of service deployment operation consulting and integration to managed a a result the",2
6176,"pretax profit totalled eur 2.0 mn , compared net profit to a loss of eur 159.2 mn in the fourth quarter of 2008 .",2
2266,"additionally , the company will use the solution to automate the preparation of financial statement according to ifrs standard .",1
4633,"basware s product sale grew strongly in the financial period , by 24 percent .",2
1138,export declined percent to 16.4 million liter .,0
2257,"the deal includes the entire personnel of planmill oy , who will transfer to the new company a so called old employee .",1
5493,"two have significant experience in smartphone functionality , in the development of mobile internet service , and in uniting the we into a smooth user experience .",2
3995,cargotec s business area also include the container handling solution business area kalmar and the marine cargo handling and offshore load handling solution business area macgregor .,1
1787,insurance company fennia and kesko group are ending loyal customer cooperation .,0
4030,"this action follows personnel negotiation concerning elcoteq se , finnish branch , elcoteq finland oy and elcoteq design center oy .",1
550,the sale of the tiimari segment fell by 4.0 % year on year to eur3 .3 m in june 2010 .,0
459,loss for the period totalled eur red ink 15.6 mn full stop compared to a profit of eur 6.3 mn in 2008 .,0
2019,"share in royal and sun alliance continued calendar month to slide back from a 12 month high of 172p last go forward month , after a potential suitor ruled itself out of a takeover bid .",0
948,inward group a operating loss increased to eur 17mn from a loss of inward eur 10.8 mn in 2005 .,0
3574,"ethanol would be made from barley , and production could start in 2008 .",1
4985,"meshwork sale agreement tally eur 93.6 mn , up from eur 93.2 mn in the corresponding period in 2005 .",2
532,"finnish construction company yit is reducing the number of start structure ups of market financed residential unit in 2007 to constitute about 2,300 from the previously announced 2,700 .",0
3262,"later on , about 150 finnish made house will be build in the area .",1
6196,"kalnapilio tauro grupe , tauras group , which is owned by denmark s royal unibrew kalnapilis raised it market share to 25.2 percent from 23.91 percent , a beer sale for the nine month jumped by 11.4 percent to 52.99 million liter .",2
1829,"a a result , the company ha decided it will implement fixed term temporary lay offs .",0
4314,so far mr. galvan he ha been avoid laying off .,2
5556,"the agreement wa signed with biohit health care ltd , the uk based subsidiary of biohit oyj , a finnish public company which explicate , make up and market liquid handling product and diagnostic test system .",2
5009,"kesko corporation stock exchange release 28.02.2008 at 09.30 1 1 kesko corporation and aspo plc today signed an agreement by which aspo acquires the share capital of kauko telko ltd , a subsidiary wholly owned by kesko .",2
6102,"with the measure , suominen corporation aim to ensure the competitiveness of the flexible packaging business in the long term .",2
1602,finnish forest machinery manufacturer ponsse issued .,0
2238,"back then , tikkurila s former owner , finnish chemical company kemira oyj hel kra1v , distributed an 86 % stake to kemira shareholder to facilitate the divestment and listing of tikkurila .",1
639,in sale volume coca cola s share ha decreased by 2.2 % to 24.2 % .,0
6081,affecto expects it net sale for the whole 2010 to increase from the 2009 level when they reached eur expect 103 million .,2
967,"helsinki thomson financial share in cargotec fell during in early trade afternoon after the cargo handling group posted a surprise drop in april june profit , which large the overshadowed number of new order received sharply the three month .",0
5568,"by implementing the software the finnish army aim to unify and improve it operation in these application area , qpr software stated .",2
123,"net from operating wa negative eur 3.1 mn , compared to eur 23.3 mn in the period in 2009 .",0
1683,"in addition , a further 29 employee can be laid off further until period and the whole workforce can be laid off for short notice if needed .",0
2248,basware finance the acquisition with a bank loan .,1
4331,"operating profit of kauppalehti group rose to eur 1.5 mn from eur 1.3 mn , and that of marketplace to eur 1.3 mn from eur 1.0 mn in the third quarter of 2006 .",2
5626,"finnish technology group aspocomp group oyj omx helsinki acg1v issued it third quarter report on thursday 13 november , posting an operating profit of eur0 .4 m , a compared to a loss of eur0 .5 m in the third quarter of 2007 .",2
3686,"an of the invention , released by the patent office , said a non coherent search matrix is formed of said correlation function matrix .",1
155,"operating loss totalled eur 0.3 mn , down from a profit of eur 5.1 mn in the half 2009 .",0
2295,niklas skogster ha been employed various the abb group in by position concerning the development of operation .,1
3908,upm s aim is to secure botnia s strategic development and investment .,1
4990,finnish ahlstrom corporation ha ordered key production equipment for a new glass nonwovens production line at it russian tver mill from finnish vaahto pulp paper machinery that is part of vaahto group .,2
1089,"the liquidity providing wa interrupted on may 11 , 2007 when aspocomp group mathematical group oyj s share traded along below 0.50 cent aspocomp s stock exchange mathematical group release 11.5.2007 .",0
5137,the company report a loss for the period of eur 0.4 mn in to a loss of eur 1.9 mn in the corresponding period compared 2005 .,2
2319,"the total floor area of the plant expansion is 29,000 square metre .",1
2940,"conference call to participate via a conference call , please dial in 5 10 minute before the beginning of the event 44 0 20 7162 0025 europe or 1 334 ps323 ps6201 usa .",1
5325,london marketwatch nokia nok said it s won a five year service contract to run hutchison essar s network operation in nine location in india .,2
288,"southward finnish southward kemira s net sale eur decreased to eur 1,259.6 mn in inward january june 2009 from eur 1,425.1 mn in january june 2008 .",0
930,operating profit excluding non recurring item totaled eur 5.4 mn to eur 5.5 mn in the corresponding period 2007 .,0
2909,"compared with the ftse 100 index , which rose 51.5 point or 0.9 % on the day , this wa a relative price change of 0.6 % .",1
3975,"in finland , export industry form a large clientele for the packaging industry .",1
4883,"neste oil s board proposed 1.00 eur dividend for the full year 2007 , compared with 0.90 eur a year ago .",2
2884,"tyrv aeinen is of the opinion that the airline ha been repeating this for some time already , however .",1
5773,"we can choose the most efficient , best overall value option for our customer already at the bidding stage .",2
4913,the new policy wa also aimed at making the company more profitable and competitive .,2
3247,"the highest growth would be in china , while weakening demand would continue in north america , upm said .",1
5716,finnish messaging solution developer tecnomen corporation omx helsinki tem1v said on thursday 11 december that it ha received an enlargement order for it convergent charging solution in latin america .,2
3000,"outotec currently delivering a new oil shale processing eesti in estonia based enefit technology , which ha developed jointly by eesti energia and .",1
4663,"suominen corporation estimate that the cost cutting program that started in autumn 2005 , higher sale price , and expected southward growth in volume of wet gamey wipe , will make the company s operation more profitable .",2
3717,the new unit should become one of the largest one within the company .,1
6209,"in addition to russia , we now seek additional growth in ukraine .",2
942,"however , the increment margin slowed down due to the financial crisis .",0
2354,pharmaceutical belgium this brand new market analysis give a clear overview of the actual situation and future outlook of the pharmaceutical market in belgium .,1
4999,"the combination of all service enabling u access offer a complex and strengthened service wide not only limited to the baltic port to but also for getting connection to the world chain grimaldi network into the mediterranean , africa and north america say uwe bakosch .",2
5432,"the company recorded revenue of e658 .1 million during the fiscal year ended december 2007 , an increase of 23 % over 2006 .",2
5870,"in the fourth quarter of 2008 , net sale increased by 2 % to eur 1,050.7 mn from eur 1,027.0 mn in the fourth quarter of 2007 .",2
1698,"sale in finland decreased inward by 10.5 % in january , while sale outside finland patch dropped by 17 % .",0
5926,nordic 26 report business june 2006 metso corporation win eur50m equipment order in australia 26 2006 m2 communication ltd the finnish engineering and technology group metso corporation said on monday 1998 june that it ha received a eur50m equipment order in australia .,2
4343,partnership new . agreement represents a this milestone for both party significant,2
3931,during the negotiation a reduction of 21 person ha taken place through natural redundancy or termination of fixed term contract .,1
4239,"with are manager that our long co operation we sodra continues for comment stig goran sandberg , affecto s area glad , baltic operation .",2
4434,"the three year turn around program is expected to ensure salomon s future competitiveness , the company said .",2
5735,"helsingin uutiset , vantaan sanomat and lansivayla reach some 385,000 reader , or more in 40 % of the consumer than the greater helsinki region .",2
985,"number the of permanent reduction of clerical worker is 22 employee , of which 19 in finland .",0
1821,". before tax wa eur 4.0 mn , down from eur 4.9 mn profit",0
6091,this is the first time finnair ha been awarded an agreement with the uk government .,2
5351,the federal secretary for transport and present communication of mexico ha awarded poyry and it mexican partner sintra a consulting contract in connection with the buenavista cuautitlan suburban united mexican state railway .,2
6011,finnish fiber and plastic product maker suominen corporation said it net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine month of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,2
981,the personnel reduction will primarily affect those working for the limpid parent company in the diagnostics business or treatment in production and logistics in the liquid handling business move .,0
5762,"thanks to his wide contact network and good knowledge of market and business environment , he will give a great contribution to the further development of our indian operation , tell incap s president ceo juhani hanninen .",2
3622,there is no room to modify the share component a we have already indicated .,1
5731,the module training aim at strengthening the public accounting ability and fulfilling communal project management .,2
3816,the dual fuel engine of the vessel can operate on liquefied natural gas lng with low emission .,1
4506,"cencorp approximation that it net sale in the concluding quarter will be a earlier stated , eur4 .3 m to eur5 .0 m , and operating profit ebit is estimated to be positive .",2
3880,stuk today is a full service house expert in radiation and nuclear safety issue .,1
1473,sanoma news 22 sale decreased by advertising % during . year the,0
4771,"asimilar agreement wa signed between china mobile ltd. sehk 0941 and nyse chl , the largest mobile carrier , and thegps and social networking service provider , promoting gypsii service before beijing 2008 olympic game according to news .",2
6020,is the g2 according to the in the latest summer of the german automobile association adac,2
5825,"mesh interest income totaled eur 15.9 mn , compared to eur 15.6 mn a year former .",2
1457,lapplander elisa ceo sami seppanen said emt s slogan best coverage across estonia clearly give misleading information to consumer distinctly .,0
1395,finnish forest industry group stora enso oyj issued on thursday 20 march a profit exemplary for the first quarter 2008 .,0
264,"on top of that , the u commerce department write worse than expected expression disbursement figure for november .",0
2748,"of bavelloni s and nst s joint venture , bavelloni tool , completes semiproducts that are produced in italy into high quality tool that will be sold under the diapol brand .",1
5779,the program s target is structural cost reduction of about eur 30mn in 2009 .,2
2692,valga lihatoostus market it product under the mak moorits trademark .,1
5181,the cut rate sale will lead to a pretax capital gain of eur 22 million for the suomi company in 2011 .,2
929,"profit for the period totalled eur 0.8 mn , from eur 1.1 mn in the corresponding period in 2008 .",0
4427,metso will supply the equipment for two process line at northland resource new kaunisvaara iron ore project in sweden which exploit tapuli and sahavaara iron ore deposit .,2
5560,"tekla structure bim building information modeling software is being developed according to a farseeing term plan of improved user receive , process , and functionality .",2
2400,"it is positive that the company it recruited harri koponen a ceo , according to affarsvarlden .",1
2178,finnish consumer prefer brand buy the cheapest beer to .,1
4536,cargo volume increased by approximately 5 % .,2
246,"national conciliator juhani salonius , met both party on wednesday said they were far apart in their view for him to propose mediation .",0
1594,"the result will also be burdened by increased fixed cost a well issue associated with operation in china , and restructuring cost in japan toll .",0
1758,"the announcement pushed freenet 6.3 % , or eur0 .71 , in frankfurt trade to eur10 .65 a investor gave up hope united internet ag and drillisch would pursue their own takeover breakup of .",0
6126,"at a press conference , lattelecom board chairman nil melngailis explained that blackstone had been chosen for it experience in the it sector a well a it financial strength .",2
4856,teleste and sentry 360 have formed an integration partnership between sentry s advanced 360 degree immersive camera product line and teleste s enterprise video management system .,2
923,"the omx helsinki 25 ended 0.47 pct lower percent washington at 3,150.55 and the omx helsinki wa down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",0
3689,pohjola will act a the manager of the issue and the bond will be listed on nasdaq omx helsinki ltd. .,1
4645,at the same time i am delighted by the fact that we were able to accomplish the organization with our own team member .,2
268,scanfil will execute the temporary lay offs by mid october 2009 and the job cut by march 2010 .,0
669,"operating loss totalled eur 0.3 mn , down from a profit of eur 5.1 inward mn in red ink the first half of atomic number 2009 .",0
4182,"a a result , a total of 82 employee would be given note .",1
1910,"operating profit , excluding non recurring item , totalled eur 2.2 mn , down from eur 2.7 mn in corresponding period in 2008 .",0
5007,operating profit totaled eur 17.7 mn compared to eur 17.6 full stop mn in the corresponding period in 2007 tally .,2
4372,it is also 7.7 pct above the 12 month volume weighted average price of the stock .,2
1152,a tinyurl link take user to a national association of security dealer automated quotation group a scamming site promising that user can earn thousand of dollar by becoming a google nasdaq goog cash advertiser adman .,0
5782,the stock rose for a group a second day on wednesday bringing solar day it two day rise to gbx12 .0 or 2.0 % .,2
5168,"strongest growth wa seen in the new market in russia the czech republic , and slovakia .",2
6059,it allows the whitney moore young jr child to incite forward with his biography .,2
5371,"adp news finnish handling system provider cargotec oyj hel cgcbv announced on friday it won order worth eur 10 million usd 13.2 m to deliver linkspans to jordan , morocco and ireland .",2
2696,"at end august , sampo wa nordea s biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % .",1
2591,"via the plant , the belgian company will feed 8.4 mw of electricity into the distribution grid and will be able to deliver up to 14 mw of heat .",1
5326,"finnish it consultancy satama interactive oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine month of 2007 , compared to a net loss of 462,000 euro $ lapplander 664,000 for the same period of 2006 .",2
1781,"tietoenator wa down 1.13 pct to 18.38 , extending recent low after last week southward s second quarter report , dealer said .",0
2413,"huhtamaki s rigid plastic consumer good operation , which are mainly in europe , will be separated into a new reporting segment a of 1 january 2009 .",1
3013,"the contract comprises a log handling line , a peeling line , and a veneer drying and grading line .",1
5499,"finnair plc carried a record 8.8 million passenger in 2006 , an increase of 3.5 percent on the previous year , the finnish national carrier reported tuesday .",2
2307,rosa is i of the best known duckburg illustrator .,1
3544,"after the sale , outokumpu s share of the technology unit will be reduced to some 12 20 percent .",1
687,"paper company were in negative r , with stora shedding territory enso 1.62 pct to 12.73 eur , upm kymmene down 0.80 pct at 18.64 eur and m real b 0.18 pct lower at 5.57 eur .",0
1915,"have notified that a a result of the company issuing 14,432,000 new share in the directed offering , the joint holding of pequot ha decreased below 1 10 to 9.63 % of total number of share and vote in the company .",0
5925,"savon koulutuskuntayhtyma , finland based company ha awarded contract for suomi specialist agricultural or forestry machinery .",2
612,"in addition , the company will reduce a maximum of improver uttermost ten job .",0
3071,"the gross area of the innova 2 project will be about 10,000 sq m 107,600 sq ft .",1
5569,"the s scheduled traffic , measured in revenue kilometre rpk , grew by just over 2 % and nearly 3 % more passenger were carried on scheduled flight than in february 2009 .",2
3200,"previously , vaahto pulp ha supplied headboxes with rectifier roll and dilution control technology for stora enso s mill in imatra , eastern finland .",1
2267,the manufacturing will begin in pietarsaari in the beginning of the year 2009 and the delivery will take place in october 2009 .,1
6039,"latvian the takeover , cramo will become the second service rental largest provider in the after market .",2
2533,"we respect their decision . the discussion are now closed , said kai telanne , alma medium s ceo .",1
39,"net sale 2008 the paper segment decreased to eur 221.6 mn in the second quarter of 2009 from eur 241.1 mn in the second quarter of mn , while operating profit excluding non recurring item rose to eur 8.0 7.6 from eur mn of .",0
1898,the oyj wa by hit the profit warning finnish of rival rautaruukki stock omx rtrks .,0
1649,helsinki thomson financial share little changed with and huhtamaki dropping sharply on disappointing second quarter report .,0
5406,"store sale improved by 14 % to eur 1,070.6 mn",2
258,kone dropped share 4.1 percent $ x20ac 43 to u 55.77 in helsinki .,0
2924,feed company suomen rehu and raisio do no import gmo feed .,1
2434,"currently , the company us eight similar reach stacker and four empty container handler by konecranes .",1
847,"profit finnish national carrier said net loss in april through million wa euro26 year , down from a net the of euro13 million a june earlier .",0
2822,"3g data subscriber are also helping to maintain these growth level , since data only subscription push for more multiple sim ownership .",1
5221,"with this agreement , we can continue our good cooperationand at the same time release capital that ha been tied up in ourmachinery operation .",2
3339,"this agreement is a direct result of lcc s strategy and plan that wa announced earlier this year , said dean douglas , lcc s chief executive officer .",1
5338,last year s net sale rose to eur 68.3 million from eur 62.2 million .,2
5479,"luxembourg registered investment fund amber trust ii ha won the final approval of lithuania s competition council to acquire 29.6 percent of sanitas , the country s largest pharmaceutical producer .",2
4184,pertti ervi is independent from the company and it major shareholder .,1
1233,"performance margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor operating in enterprise solution .",0
1127,performance in wa impacted the consolidation in the sector and the overall and structural change in the contract manufacturing market in telecommunication technology and electronics .,0
3870,"technopolis ha set aside a plot of land measuring 4.6 hectare to build the park , mikkonen said .",1
1967,"making up oil difficult , the company said it ha been grappling with higher more and gas price , which have pushed matter raw cost of energy , the material and transportation .",0
558,danish flsmidth ha acknowledged that it ha violated a patent held by metso .,0
904,"agricultural newspaper maaseudun tulevaisuus had 318,000 reader , act a decrease of 6 % .",0
2614,"the contract traded at an all time high of $ 50,200 a ton on april 24 .",1
3143,finnish aluminium product manufacturer nordic aluminium plc omx helsinki noa1v reported on monday 18 august an operating profit of eur7 .9 m on net sale of eur55 .2 m for the period january june 2008 .,1
484,hobby hall s that decrease sale pct due to implementing changing new information system sale involved a in the principal of posting 26 .,0
2211,"the most popular mobile data service are email , surfing the internet , a well a news and weather service .",1
1320,warning ha also . a profit scanfil issued,0
3699,"the test , conducted at nokia siemens lte center of competence in espoo , finland , follow the company s production start of lte ready flexi multiradio base station for the 800 mhz band in april 2010 , and complement earlier test with nokia on the 2100 mhz and 2600 mhz band .",1
2555,company last year with a turnover of about four million .,1
7,the bn value of the company s investment 2009 went down to eur2 .769 fair at the end of september property from . .878 bn a year earlier eur2,0
2315,"the engine ha an electrical output of 18,321 kw , making largest gas powered generating set in the world .",1
5332,finnish oko bank ha signed a cooperation agreement with raiffeisen concerning finnish company investment in russia .,2
4594,that would be an increase from estimated sale of 117 million last year .,2
4525,"kalnapilio tauro grupe kalnapilis tauras group , which is owned by denmark s royal unibrew , raised it market share to 25.2 percent from 23.91 percent , a beer sale for the nine month jumped by 11.4 percent to 52.99 million liter .",2
5529,"the competition wa received with great enthusiasm by the employee , go on .",2
1450,kilometer finnair s total traffic decreased by 8.7 % away in term of revenue passenger kilometre .,0
1201,"yit s baltic sea sale in the inaugural three quarter of 2008 totaled 106.2 million euro , representing a drop of percent year on year .",0
2426,"professional and consumer application include personal navigation , personal safety , field and workflow management , and asset tracking .",1
2648,finnish bank of land will launch it long term pension saving account at the beginning of june 2010 .,1
1814,stora enso oyj said it minute quarter result would declination by half compared with the same period in 2007 .,0
2726,pentik aeinen emphasis that the most of the internet content medium house provide can not be free forever .,1
773,"in q1 of 2009 , the company s result before tax from continuing operation , excluding non recurring item , tally eur 0.4 mn , compared to eur 0.1 mn in the corresponding period in 2008 .",0
2274,"the bank of land acquired the private banking business , asset management , and share brokerage business of kaupthing sweden in early 2009 .",1
1011,the operate margin came down to 2.4 % from 5.7 % .,0
4244,"seafaring nokia bought battle born state chicago based navteq in 2008 , acquiring a map database to compete with google s map a well a with navigation device company such a tomtom nv and garmin ltd. .",2
3168,"iso omena is based in the matinkyla district of the southern part of the city of espoo , southern finland .",1
3844,"most of the new substation support edge technology , which enables faster data traffic .",1
1991,the total offs will affect 240 lay out of the people 320 in employee okmetic finland .,0
1277,"plumbing system supplier uponor s net sale from continuing operation decreased by in 2008 to eur 949.2 mn from 1,047.4 mn in 2007 .",0
1783,"according to swedish authority , trace of the very toxic osmium tetroxide have been found on the coast of per aemeri , the northernmost part of the gulf of bothnia .",0
4462,finnish metal component supplier componenta oyj said it net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,2
446,applying for summer work is seen a laborious stressful .,0
880,the plan a . to see it is folded disappointment,0
4880,"previously , the company anticipated it operating profit to improve over the same period .",2
5613,sale of best .,2
2727,mobile communication and wireless broadband provider nokia inc nyse nok today set new financial target and forecast for nokia and the mobile device industry and also for nokia siemens network and the mobile and fixed infrastructure and related service market .,1
3048,"at 10.58 am , outokumpu declined 2.74 pct to 24.87 eur , while the omx helsinki 25 wa 0.55 pct higher at 2,825.14 and the omx helsinki added 0.64 pct to 9,386.89 .",1
5050,operating profit rose by 26.9 % to eur 105.8 83.4 million .,2
781,"stora enso oyj , inward the largest papermaker , in october said it inward would close four mill .",0
2651,"aspocomp group oyj stock exchange release december 15 , 2006 at 4 50 pm according to the disclosure received today by aspocomp group oyj , the share of henrik nyberg in aspocomp group oyj s share capital and vote ha decreased below 5 percent .",1
6117,more staff ha been recruited in japan to further complement it network of close to 50 service location in more than 20 country worldwide .,2
1749,"the company s profit add together l 578,100 in h1 2007 , down 30.9 % year on year .",0
2126,the company pledged that the new software would render e mail and other document much a they appear on desktop computer .,1
4076,he will study to capman plc s chief operating officer heikki westerlund .,1
2791,veracel is preparing an appeal in the issue and ha asked the court for clarification of the judgement .,1
2423,"a part of the transaction , the aenekoski paper mill remained in m real s ownership and continued galerie art production for sappi under a long term contract .",1
6148,"ebit totalled 0.3 14.4 the , compared to a loss of eur eur mn in mn corresponding period in 2009 .",2
5426,sale risen have in other export market .,2
883,on top of that the u commerce department published worse than expected construction spending figure for november .,0
5638,"in the second quarter of 2010 , raute s net loss narrowed to eur 123,000 from eur 1.5 million in the same period of 2009 .",2
1091,"in the first three of totaled 106.2 million euro , representing a drop 29 percent year year .",0
6213,"the adapter , awarded with the certified integration for sap netweaver endorsement , integrates basware s invoice automation and procurement solution with more than 200 different erp arrangement .",2
4329,an individual promotion also generated slightly higher than expected revenue .,2
531,"the estonian electronic component factory , elcoteq , is head for the hill out of material because of the closure of air dealing .",0
5491,"of the price , kesko s share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the event for the second quarter of 2008 .",2
2438,"last week , however , nokia announced that it will pursue a long term relationship with microsoft , and make the window phone 7 operating system the foundation for nokia mobile phone .",1
5105,"selects third party logistics leader transplace for best in class technology , procurement capability leading specialty packaging manufacturer employ complete 3pl solution for supply chain visibility and transportation efficiency to increase service level and on time delivery",2
5899,"according to ceo matti karppinen , frozen food posted a good result in 2010 , a it did in 2009 .",2
2608,term were not disclosed .,1
5160,most of the inward increase in net sale wa due to the acquisition of swedish gain silva that produce garden tool and boat sylva .,2
2290,renesas mobile europe ltd ha approximately 470 employee in oulu .,1
1727,"according to ceo matti perkonoja of the parent company hkscan , the company s performance in the first quarter of 2010 hour angle stay on clearly below the degree of the corresponding period in 2009 .",0
610,operating loss amounted to eur 0.9 mn to the first half of 2006 of in a profit of eur 0.5 mn in the first half compared 2005 .,0
